Year,Month,Day,Hour,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1
2020,1,3,13,0.5548437851202517,0.37153255746047636,0.8424734356552538,0.7733590282644242
2020,1,3,14,0.43897505057316255,0.2600321194677345,0.8182408500590319,0.8043447792571828
2020,1,3,15,0.4303214205439424,0.39903224460851794,0.6561491538764266,0.9361247372109321
2020,1,3,16,0.4853899752753427,0.5663767571851667,0.4556572215663125,0.9791403877598692
2020,1,3,17,0.6151382333108564,0.8099111500437992,0.33716056670602124,0.9805769679981314
2020,1,3,18,0.4441447516295796,0.5582008926709214,0.3566410861865407,0.9684185937864985
2020,1,3,19,0.23168127669139132,0.4734388687273182,0.23263478945297125,0.785575800046718
2020,1,3,20,0.2149921330636098,0.46052851124181376,0.1832939787485242,0.47145526746087363
2020,1,3,21,0.1582939986513823,0.189348433654528,0.15486029122392758,0.3678696566222845
2020,1,3,22,0.17886041807147673,0.022556626204480037,0.13606847697756788,0.2645643541228685
2020,1,3,23,0.2220723758147898,0.009166562382680515,0.129004329004329,0.1525110955384256
2020,1,4,0,0.2164531355360755,0.00687231468735661,0.08121802439984259,0.06897921046484466
2020,1,4,1,0.16121600359631374,0.0064760355399824795,0.035684769775678866,0.02483064704508292
2020,1,4,2,0.35221398066981335,0.006549034330288241,0.036668634395907125,0.00918009810791871
2020,1,4,3,0.5220274218925601,0.006653318316439327,0.053295946477764665,0.006377014716187806
2020,1,4,4,0.7748370420319173,0.007383306219496933,0.04385084612357339,0.008853071712216772
2020,1,4,5,0.6879635873229938,0.012628790722896592,0.03612750885478158,0.005991590749824806
2020,1,4,6,0.6270510227017307,0.007508447002878238,0.0511314443132625,0.006435412286848867
2020,1,4,7,0.7346032816363227,0.006747173903975306,0.03959071231798504,0.006692361597757533
2020,1,4,8,0.7776466621712744,0.006330037959370959,0.05533254624163715,0.00700770847932726
2020,1,4,9,0.7135873229939312,0.08956951570516831,0.18379574970484058,0.02409483765475356
2020,1,4,10,0.6899303214205439,0.29640637383723356,0.44125344352617074,0.12910534921747258
2020,1,4,11,0.6639132389300966,0.513337921828724,0.5056670602125147,0.35682083625321187
2020,1,4,12,0.7717464598786243,0.7023317899303383,0.5340810704447068,0.7548353188507357
2020,1,4,13,0.5468082715216902,0.7388520418804487,0.6366784730421093,0.7527914038775987
2020,1,4,14,0.7637109462800629,0.7163371292704293,0.6391676505312869,0.7036206493809857
2020,1,4,15,0.9493706450887839,0.5528094105869102,0.7601141282959465,0.6773767811259052
2020,1,4,16,0.993369296471117,0.6263296208234264,0.8029515938606848,0.6552441018453632
2020,1,4,17,0.9932007192627555,0.600571476244108,0.7198543880362063,0.5649030600327026
2020,1,4,18,0.9930321420543943,0.5663037583948608,0.773465171192444,0.5221443587946741
2020,1,4,19,0.9936502584850526,0.7951236808075751,0.8770956316410862,0.6285564120532585
2020,1,4,20,0.9735895706900426,0.9625203353772995,0.9635576544667454,0.893833216538192
2020,1,4,21,0.9832546639694313,0.9806031785758978,0.9779122392758756,0.9474538659191778
2020,1,4,22,0.9856147448864913,0.981385308472031,0.9804309327036601,0.4515066573230554
2020,1,4,23,0.9846032816363228,0.9816981604304843,0.9833530106257379,0.44630927353422095
2020,1,5,0,0.9853337828725556,0.9825845743127686,0.9849468713105076,0.4719808455968232
2020,1,5,1,0.9884243650258485,0.9818545864097109,0.9826446280991736,0.4754146227516935
2020,1,5,2,0.9821870083164755,0.9836691277687399,0.9817985045257773,0.47745853772483066
2020,1,5,3,0.9870195549561699,0.9811871688983439,0.980608028335301,0.6177528614809624
2020,1,5,4,0.9836480107889413,0.9757331164226422,0.9718122786304605,0.895982247138519
2020,1,5,5,0.9859518993032141,0.9780482209151963,0.9747835497835499,0.9834034104181265
2020,1,5,6,0.9835356259833669,0.9802068994285237,0.9435360094451004,0.9815113291287083
2020,1,5,7,0.9785345021353112,0.979080632378092,0.8998819362455726,0.985026862882504
2020,1,5,8,0.9738705327039783,0.9835544153839737,0.8833530106257378,0.9828427937397805
2020,1,5,9,0.9743200719262756,0.9847849664205564,0.7681326249508068,0.9844896052324225
2020,1,5,10,0.9710609125646211,0.9794456263296208,0.6690672963400235,0.9810558280775519
2020,1,5,11,0.9413913238930095,0.9735640095106995,0.6853797717434081,0.9804134548002803
2020,1,5,12,0.9216677905147224,0.9684436657906812,0.6818673750491931,0.9764774585377248
2020,1,5,13,0.9468981793661495,0.9336962416051391,0.7961038961038962,0.9535388927820603
2020,1,5,14,0.9789278489548211,0.92610436741334,0.8980027548209365,0.8979327259985985
2020,1,5,15,0.9787592717464598,0.9470133066366329,0.9306178669815033,0.9205676243868254
2020,1,5,16,0.986289053719937,0.9629166145246736,0.8627312081857536,0.9508409250175194
2020,1,5,17,0.9817374690941784,0.9643453051349433,0.900314836678473,0.977038075216071
2020,1,5,18,0.9822993931220497,0.9545321820381263,0.7646202282565919,0.9825274468582107
2020,1,5,19,0.9809507754551583,0.9619572018520834,0.6622491145218418,0.9801214669469749
2020,1,5,20,0.9774668464823556,0.9680265298460768,0.4815230224321133,0.9778439616911936
2020,1,5,21,0.9838727804000899,0.9408188378592584,0.6157615112160567,0.9782527446858209
2020,1,5,22,0.9542593841312654,0.8648583823468067,0.7495375836284928,0.9243050689091334
2020,1,5,23,0.9383007417397168,0.8048116631210112,0.7486029122392759,0.6390913338005139
2020,1,6,0,0.9033490672061136,0.6971697326158595,0.7624065328610783,0.533531885073581
2020,1,6,1,0.8970555180939536,0.7071288532932883,0.7158697363242819,0.7050221910768512
2020,1,6,2,0.9190267475837266,0.8040816752179535,0.8669421487603307,0.600712450362065
2020,1,6,3,0.9177905147224094,0.7416051391148375,0.8481503345139708,0.4780074748890446
2020,1,6,4,0.9012137559002023,0.632252951236808,0.7908303817394727,0.44774585377248305
2020,1,6,5,0.8913238930096651,0.6542985859091478,0.8527941755214482,0.26970334034104176
2020,1,6,6,0.8603056866711619,0.8304863805114087,0.8819460842188115,0.33686054660126136
2020,1,6,7,0.9560013486176668,0.8922746423059276,0.8901711924439197,0.6511212333566924
2020,1,6,8,0.9752191503708698,0.9474512993784673,0.9051259346713894,0.8493576267227283
2020,1,6,9,0.9714542593841312,0.9564614357819213,0.857664305391578,0.9444288717589349
2020,1,6,10,0.9577995055068553,0.9011179243315397,0.8292798110979929,0.9146928287783228
2020,1,6,11,0.8840188806473364,0.8532098610937305,0.7723632428177883,0.8450478860079421
2020,1,6,12,0.7309507754551583,0.8069703416343387,0.7175226288862653,0.7691660826909602
2020,1,6,13,0.7817487075747359,0.8153756309181163,0.6551751279024006,0.6222845129642607
2020,1,6,14,0.9556080017981569,0.8407374963500605,0.614935064935065,0.6021373510861948
2020,1,6,15,0.9282423016408181,0.7956033871438701,0.687987012987013,0.6091450595655221
2020,1,6,16,0.8532816363227691,0.8125182496975764,0.766469893742621,0.482434010745153
2020,1,6,17,0.7802877051022701,0.8126955324740334,0.711353797717434,0.46858210698434943
2020,1,6,18,0.9217239829175095,0.8035602552871981,0.6240062967335694,0.5871758934828311
